id,img_path,A,B,C,D,E,F,G,H,I,J
TRAIN_08124,./train/TRAIN_08124.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08125,./train/TRAIN_08125.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08126,./train/TRAIN_08126.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08127,./train/TRAIN_08127.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08128,./train/TRAIN_08128.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08129,./train/TRAIN_08129.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08130,./train/TRAIN_08130.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08131,./train/TRAIN_08131.jpg,0,0,0,0,1,0,0,1,1,1
TRAIN_08132,./train/TRAIN_08132.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08133,./train/TRAIN_08133.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08134,./train/TRAIN_08134.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08135,./train/TRAIN_08135.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08136,./train/TRAIN_08136.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08137,./train/TRAIN_08137.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08138,./train/TRAIN_08138.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08139,./train/TRAIN_08139.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08140,./train/TRAIN_08140.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08141,./train/TRAIN_08141.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08142,./train/TRAIN_08142.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08143,./train/TRAIN_08143.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08144,./train/TRAIN_08144.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08145,./train/TRAIN_08145.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08146,./train/TRAIN_08146.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08147,./train/TRAIN_08147.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08148,./train/TRAIN_08148.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08149,./train/TRAIN_08149.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08150,./train/TRAIN_08150.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08151,./train/TRAIN_08151.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08152,./train/TRAIN_08152.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08153,./train/TRAIN_08153.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08154,./train/TRAIN_08154.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08155,./train/TRAIN_08155.jpg,0,0,0,0,0,1,1,1,1,0
TRAIN_08156,./train/TRAIN_08156.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08157,./train/TRAIN_08157.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08158,./train/TRAIN_08158.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08159,./train/TRAIN_08159.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08160,./train/TRAIN_08160.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08161,./train/TRAIN_08161.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08162,./train/TRAIN_08162.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08163,./train/TRAIN_08163.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08164,./train/TRAIN_08164.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08165,./train/TRAIN_08165.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08166,./train/TRAIN_08166.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08167,./train/TRAIN_08167.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08168,./train/TRAIN_08168.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08169,./train/TRAIN_08169.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08170,./train/TRAIN_08170.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08171,./train/TRAIN_08171.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08172,./train/TRAIN_08172.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08173,./train/TRAIN_08173.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08174,./train/TRAIN_08174.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08175,./train/TRAIN_08175.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08176,./train/TRAIN_08176.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08177,./train/TRAIN_08177.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08178,./train/TRAIN_08178.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08179,./train/TRAIN_08179.jpg,0,0,0,0,0,1,1,1,0,1
TRAIN_08180,./train/TRAIN_08180.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08181,./train/TRAIN_08181.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08182,./train/TRAIN_08182.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08183,./train/TRAIN_08183.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08184,./train/TRAIN_08184.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08185,./train/TRAIN_08185.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08186,./train/TRAIN_08186.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08187,./train/TRAIN_08187.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08188,./train/TRAIN_08188.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08189,./train/TRAIN_08189.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08190,./train/TRAIN_08190.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08191,./train/TRAIN_08191.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08192,./train/TRAIN_08192.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08193,./train/TRAIN_08193.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08194,./train/TRAIN_08194.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08195,./train/TRAIN_08195.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08196,./train/TRAIN_08196.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08197,./train/TRAIN_08197.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08198,./train/TRAIN_08198.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08199,./train/TRAIN_08199.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08200,./train/TRAIN_08200.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08201,./train/TRAIN_08201.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08202,./train/TRAIN_08202.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08203,./train/TRAIN_08203.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08204,./train/TRAIN_08204.jpg,0,0,0,0,0,1,1,0,1,1
TRAIN_08205,./train/TRAIN_08205.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08206,./train/TRAIN_08206.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08207,./train/TRAIN_08207.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08208,./train/TRAIN_08208.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08209,./train/TRAIN_08209.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08210,./train/TRAIN_08210.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08211,./train/TRAIN_08211.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08212,./train/TRAIN_08212.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08213,./train/TRAIN_08213.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08214,./train/TRAIN_08214.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08215,./train/TRAIN_08215.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08216,./train/TRAIN_08216.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08217,./train/TRAIN_08217.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08218,./train/TRAIN_08218.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08219,./train/TRAIN_08219.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08220,./train/TRAIN_08220.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08221,./train/TRAIN_08221.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08222,./train/TRAIN_08222.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08223,./train/TRAIN_08223.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08224,./train/TRAIN_08224.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08225,./train/TRAIN_08225.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08226,./train/TRAIN_08226.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08227,./train/TRAIN_08227.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08228,./train/TRAIN_08228.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08229,./train/TRAIN_08229.jpg,0,0,0,0,0,1,0,1,1,1
TRAIN_08230,./train/TRAIN_08230.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08231,./train/TRAIN_08231.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08232,./train/TRAIN_08232.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08233,./train/TRAIN_08233.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08234,./train/TRAIN_08234.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08235,./train/TRAIN_08235.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08236,./train/TRAIN_08236.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08237,./train/TRAIN_08237.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08238,./train/TRAIN_08238.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08239,./train/TRAIN_08239.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08240,./train/TRAIN_08240.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08241,./train/TRAIN_08241.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08242,./train/TRAIN_08242.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08243,./train/TRAIN_08243.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08244,./train/TRAIN_08244.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08245,./train/TRAIN_08245.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08246,./train/TRAIN_08246.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08247,./train/TRAIN_08247.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08248,./train/TRAIN_08248.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08249,./train/TRAIN_08249.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08250,./train/TRAIN_08250.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08251,./train/TRAIN_08251.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08252,./train/TRAIN_08252.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08253,./train/TRAIN_08253.jpg,1,1,1,1,1,0,0,0,0,0
TRAIN_08254,./train/TRAIN_08254.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08255,./train/TRAIN_08255.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08256,./train/TRAIN_08256.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08257,./train/TRAIN_08257.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08258,./train/TRAIN_08258.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08259,./train/TRAIN_08259.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08260,./train/TRAIN_08260.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08261,./train/TRAIN_08261.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08262,./train/TRAIN_08262.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08263,./train/TRAIN_08263.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08264,./train/TRAIN_08264.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08265,./train/TRAIN_08265.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08266,./train/TRAIN_08266.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08267,./train/TRAIN_08267.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08268,./train/TRAIN_08268.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08269,./train/TRAIN_08269.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08270,./train/TRAIN_08270.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08271,./train/TRAIN_08271.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08272,./train/TRAIN_08272.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08273,./train/TRAIN_08273.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08274,./train/TRAIN_08274.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08275,./train/TRAIN_08275.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08276,./train/TRAIN_08276.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08277,./train/TRAIN_08277.jpg,1,1,1,1,0,1,0,0,0,0
TRAIN_08278,./train/TRAIN_08278.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08279,./train/TRAIN_08279.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08280,./train/TRAIN_08280.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08281,./train/TRAIN_08281.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08282,./train/TRAIN_08282.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08283,./train/TRAIN_08283.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08284,./train/TRAIN_08284.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08285,./train/TRAIN_08285.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08286,./train/TRAIN_08286.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08287,./train/TRAIN_08287.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08288,./train/TRAIN_08288.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08289,./train/TRAIN_08289.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08290,./train/TRAIN_08290.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08291,./train/TRAIN_08291.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08292,./train/TRAIN_08292.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08293,./train/TRAIN_08293.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08294,./train/TRAIN_08294.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08295,./train/TRAIN_08295.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08296,./train/TRAIN_08296.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08297,./train/TRAIN_08297.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08298,./train/TRAIN_08298.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08299,./train/TRAIN_08299.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08300,./train/TRAIN_08300.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08301,./train/TRAIN_08301.jpg,1,1,1,1,0,0,1,0,0,0
TRAIN_08302,./train/TRAIN_08302.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08303,./train/TRAIN_08303.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08304,./train/TRAIN_08304.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08305,./train/TRAIN_08305.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08306,./train/TRAIN_08306.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08307,./train/TRAIN_08307.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08308,./train/TRAIN_08308.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08309,./train/TRAIN_08309.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08310,./train/TRAIN_08310.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08311,./train/TRAIN_08311.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08312,./train/TRAIN_08312.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08313,./train/TRAIN_08313.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08314,./train/TRAIN_08314.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08315,./train/TRAIN_08315.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08316,./train/TRAIN_08316.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08317,./train/TRAIN_08317.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08318,./train/TRAIN_08318.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08319,./train/TRAIN_08319.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08320,./train/TRAIN_08320.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08321,./train/TRAIN_08321.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08322,./train/TRAIN_08322.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08323,./train/TRAIN_08323.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08324,./train/TRAIN_08324.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08325,./train/TRAIN_08325.jpg,1,1,1,1,0,0,0,1,0,0
TRAIN_08326,./train/TRAIN_08326.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08327,./train/TRAIN_08327.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08328,./train/TRAIN_08328.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08329,./train/TRAIN_08329.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08330,./train/TRAIN_08330.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08331,./train/TRAIN_08331.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08332,./train/TRAIN_08332.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08333,./train/TRAIN_08333.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08334,./train/TRAIN_08334.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08335,./train/TRAIN_08335.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08336,./train/TRAIN_08336.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08337,./train/TRAIN_08337.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08338,./train/TRAIN_08338.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08339,./train/TRAIN_08339.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08340,./train/TRAIN_08340.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08341,./train/TRAIN_08341.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08342,./train/TRAIN_08342.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08343,./train/TRAIN_08343.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08344,./train/TRAIN_08344.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08345,./train/TRAIN_08345.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08346,./train/TRAIN_08346.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08347,./train/TRAIN_08347.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08348,./train/TRAIN_08348.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08349,./train/TRAIN_08349.jpg,1,1,1,1,0,0,0,0,1,0
TRAIN_08350,./train/TRAIN_08350.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08351,./train/TRAIN_08351.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08352,./train/TRAIN_08352.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08353,./train/TRAIN_08353.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08354,./train/TRAIN_08354.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08355,./train/TRAIN_08355.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08356,./train/TRAIN_08356.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08357,./train/TRAIN_08357.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08358,./train/TRAIN_08358.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08359,./train/TRAIN_08359.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08360,./train/TRAIN_08360.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08361,./train/TRAIN_08361.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08362,./train/TRAIN_08362.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08363,./train/TRAIN_08363.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08364,./train/TRAIN_08364.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08365,./train/TRAIN_08365.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08366,./train/TRAIN_08366.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08367,./train/TRAIN_08367.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08368,./train/TRAIN_08368.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08369,./train/TRAIN_08369.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08370,./train/TRAIN_08370.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08371,./train/TRAIN_08371.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08372,./train/TRAIN_08372.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08373,./train/TRAIN_08373.jpg,1,1,1,1,0,0,0,0,0,1
TRAIN_08374,./train/TRAIN_08374.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08375,./train/TRAIN_08375.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08376,./train/TRAIN_08376.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08377,./train/TRAIN_08377.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08378,./train/TRAIN_08378.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08379,./train/TRAIN_08379.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08380,./train/TRAIN_08380.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08381,./train/TRAIN_08381.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08382,./train/TRAIN_08382.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08383,./train/TRAIN_08383.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08384,./train/TRAIN_08384.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08385,./train/TRAIN_08385.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08386,./train/TRAIN_08386.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08387,./train/TRAIN_08387.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08388,./train/TRAIN_08388.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08389,./train/TRAIN_08389.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08390,./train/TRAIN_08390.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08391,./train/TRAIN_08391.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08392,./train/TRAIN_08392.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08393,./train/TRAIN_08393.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08394,./train/TRAIN_08394.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08395,./train/TRAIN_08395.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08396,./train/TRAIN_08396.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08397,./train/TRAIN_08397.jpg,1,1,1,0,1,1,0,0,0,0
TRAIN_08398,./train/TRAIN_08398.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08399,./train/TRAIN_08399.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08400,./train/TRAIN_08400.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08401,./train/TRAIN_08401.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08402,./train/TRAIN_08402.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08403,./train/TRAIN_08403.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08404,./train/TRAIN_08404.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08405,./train/TRAIN_08405.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08406,./train/TRAIN_08406.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08407,./train/TRAIN_08407.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08408,./train/TRAIN_08408.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08409,./train/TRAIN_08409.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08410,./train/TRAIN_08410.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08411,./train/TRAIN_08411.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08412,./train/TRAIN_08412.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08413,./train/TRAIN_08413.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08414,./train/TRAIN_08414.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08415,./train/TRAIN_08415.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08416,./train/TRAIN_08416.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08417,./train/TRAIN_08417.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08418,./train/TRAIN_08418.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08419,./train/TRAIN_08419.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08420,./train/TRAIN_08420.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08421,./train/TRAIN_08421.jpg,1,1,1,0,1,0,1,0,0,0
TRAIN_08422,./train/TRAIN_08422.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08423,./train/TRAIN_08423.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08424,./train/TRAIN_08424.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08425,./train/TRAIN_08425.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08426,./train/TRAIN_08426.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08427,./train/TRAIN_08427.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08428,./train/TRAIN_08428.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08429,./train/TRAIN_08429.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08430,./train/TRAIN_08430.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08431,./train/TRAIN_08431.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08432,./train/TRAIN_08432.jpg,1,1,1,0,1,0,0,1,0,0
TRAIN_08433,./train/TRAIN_08433.jpg,1,1,1,0,1,0,0,1,0,0
